politician_name,revision_id,quality_prediction,pageid
Luis Villar Borda,1245234958.0,Stub,43216370.0
Manuel María Ramírez Fortoul,1216456187.0,Start,52978580.0
Maria Claudia Lacouture,1199118382.0,Start,52689501.0
Mariano Arosemena,1245235175.0,Stub,75492665.0
Moustadroine Abdou,1249127568.0,Stub,52785664.0
Mouzawar Abdallah,1245477212.0,Start,64039766.0
Narciso Matus Torres,1245236941.0,Stub,67210995.0
Oscar Terán (lawyer),1161329015.0,Stub,45201451.0
Ramón Maximiliano Valdés,1161329073.0,Stub,2168432.0
Ricardo Cobo,1244437288.0,Stub,76885478.0
Roberto Camacho Weberberg,1245232426.0,Start,73984034.0
Roberto Junguito,1240223425.0,Stub,66223188.0
Rodrigo Hernán Lloreda Caicedo,1246254780.0,Start,35547187.0
Rodrigo Lara,1250547066.0,C,10069604.0
Sixta Pontón de Santander,1247090171.0,Stub,76654533.0
Yaneth Giha Tovar,1245236372.0,Stub,52689651.0
Ángela Robledo,1246255224.0,Start,66761849.0
Abdallah Said Sarouma,1043132737.0,Stub,52785681.0
Abdou Soulé Elbak,1247353598.0,Stub,3585691.0
Ahmed Ben Said Djaffar,1190414185.0,Stub,6530656.0
Albert Fourvelle,826516065.0,Stub,33301803.0
André Kerhervé,1152185896.0,Stub,33301941.0
André Matsoua,1247163377.0,Start,1556095.0
Arlette Soudan-Nonault,1221600122.0,Start,55718639.0
Bonaventure Mizidy,976591922.0,Stub,23453466.0
Chamina Ben Mohamed,1247354060.0,Stub,69569611.0
Dawiat Mohamed,1226333799.0,Stub,69569831.0
Denis-Christel Sassou Nguesso,1235566637.0,C,30369901.0
Dhoihir Dhoulkamal,1196223038.0,Stub,72243265.0
Djaffar Ahmed Said,1236977988.0,Stub,52785650.0
Fahmi Said Ibrahim,1159714281.0,Stub,29418408.0
Ferdinand Mbahou,1227758610.0,Start,26214004.0
Fidèle Dimou,1135246225.0,Start,32789417.0
Fouad Mohadji,1136343767.0,Stub,71873297.0
Frédéric Bintsamou,1248517558.0,Start,17640111.0
Gabriel Entcha-Ebia,1246821116.0,Start,32999896.0
Gabriel Valère Eteka Yemet,1146697785.0,Start,37014805.0
Gaston Feuillard,1186382326.0,Stub,31920300.0
Gustave Aba-Gandzion,1124446209.0,Stub,33311574.0
Ibrahim Aboubacar,1243241622.0,Start,37327693.0
Idi Nadhoim,1247384439.0,Stub,77302669.0
Jean-Dominique Okemba,1146539782.0,C,28214846.0
Jean-Jacques Bouya,1246299510.0,C,33495513.0
Jean-Marie Mokoko,1209020061.0,C,68862603.0
Jean-Pierre Makouta-Mboukou,1156202898.0,C,68265005.0
Jean Malonga,1177650547.0,Stub,16837066.0
Joseph Badiabio,1154376625.0,Start,28702868.0
Joseph Hondjuila Miokono,1146540238.0,Start,30554164.0
Justin Mikolo-Kinzonzi,1146540347.0,Start,32443595.0
Léon Angor,1242492711.0,Start,33322924.0
Modeste Boukadia,1234167840.0,C,75293551.0
Mohamed Ali Soilihi,1136366247.0,Start,71934958.0
Mohamed Bacar,1247355339.0,C,1098893.0
Mohamed Dahalani,1175970303.0,Stub,31919780.0
Moussa Toybou,1247355431.0,Stub,18256690.0
Pascal Gamassa,1223558585.0,C,28826126.0
Paulin Makaya,1112682469.0,C,68260653.0
Pierre Goura,1177650425.0,Start,31871816.0
Pierre Mabiala,1146545045.0,C,31370455.0
René-Dambert Ndouane,1146545877.0,C,40075134.0
Said Ali Kemal,1054672013.0,Start,65444369.0
Saïd Ibrahim Ben Ali,1246290098.0,Start,5501944.0
Saïd Mohamed Cheikh,1221994066.0,Start,18953902.0
Siti Kassim,1131245612.0,Start,49271412.0
Sittou Raghadat Mohamed,1197939649.0,Start,55709520.0
Zely Pierre Inzoungou-Massanga,1141825144.0,Stub,73017625.0
Émile Mokoko Wongolo,1221206415.0,Start,32714687.0
Abel Thauley-Ganga,1127419766.0,Stub,33216486.0
Albert-Joseph Kasongo Wa Kapinga,1249521619.0,GA,69265804.0
Angèle Makombo,1188621879.0,Stub,66604677.0
Anne Mbusu,1125303194.0,Start,59919812.0
Banyingela Kasonga,1112278142.0,Start,5101295.0
Bertrand Bisimwa,1209006607.0,Start,40474246.0
Clovis Kabongo Malemba,1156020993.0,Stub,50258652.0
Célestin Cibalonza Byaterana,1053664162.0,Stub,14668751.0
Daniel Aselo,1161287091.0,Stub,70685363.0
Daniel Mukoko Samba,1230882624.0,Start,37736749.0
Delphin Kyubwa,1053664236.0,Stub,29239452.0
Didier Mumengi,1207925066.0,C,69254500.0
Emile Mota,1221204219.0,Start,31880051.0
Emmanuel Dungia,1246747483.0,C,30237115.0
Eric Lenge,1244086359.0,Start,1692030.0
Faustin Luanga,1233422388.0,C,68411761.0
Ferdinand Essandja,1176623737.0,Stub,52301247.0
Floribert Anzuluni,1212136112.0,Start,76268056.0
Franck Mwe di Malila,1221364267.0,C,44654796.0
François Nicéphore Kakese,1053664863.0,Stub,33962926.0
Gabriel Kyungu,1211274287.0,Start,68556791.0
Guy-Patrice Lumumba,1147505613.0,Stub,6205337.0
Jacques Kazadi,1176430546.0,Start,63820061.0
Jean-Claude Baende,1240112055.0,Start,76399375.0
Jean-Claude Kazembe Musonda,1249280194.0,Stub,68387332.0
Jean-Marie Runiga,1194658548.0,Start,37740962.0
Jean-Pierre Lola Kisanga,1249285899.0,Stub,66087561.0
Jean Collins Musonda Kalusambo,1053665874.0,Stub,1981142.0
Jean Félix Demba Telo,1106155664.0,Stub,23607837.0
Josué Alex Mukendi,1158533179.0,Stub,51411656.0
Jules Mutebutsi,1220065911.0,Start,42740104.0
Kalenga Riziki Lwango II,1175866265.0,Start,62680823.0
Kasongo Munganga,1221395785.0,C,53837420.0
Laurent Nkunda,1247976741.0,C,21234674.0
Lugi Gizenga,1180021058.0,Start,64168273.0
Léon Kengo wa Dondo,1237115839.0,C,420869.0
Martin Parfait Aimé Coussoud-Mavoungou,1178358315.0,Start,70329727.0
Medard Mulangala,1247424323.0,C,31025705.0
Muanda Nsemi,1244131957.0,Start,75105933.0
Munga Mibindo,1058408130.0,Stub,2134026.0
Norman Kamosi,1158543582.0,Stub,59327590.0
Odilon Kafitwe wa pa Bowa,1063619600.0,Stub,52847177.0
Oscar Kashala,1207022384.0,GA,6754858.0
Paul-Joseph Mukungubila,1234382434.0,C,41504356.0
Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446.0,Stub,60768214.0
Robert Kidiaba,1248824563.0,Start,1668148.0
Seth Kikuni,1243865684.0,Stub,60603927.0
Sultani Makenga,1245170396.0,C,37705926.0
Tharcisse Kasongo Mwema Yamba-Yamba,1178367789.0,Start,72249864.0
Victor Promontorio,1087110784.0,Start,70708867.0
Alain Daniel Shekomba,1169619132.0,Stub,60768252.0
Alberto Fait Lizano,1222118382.0,Stub,70696866.0
Alejandro Alvarado García,1003975565.0,Stub,18693051.0
Antonio Saldaña,1222311219.0,Start,59467799.0
Aquileo J. Echeverría,1238913567.0,Start,18693437.0
Armando Aráuz Aguilar,1222118361.0,Stub,70697033.0
Bernal Jiménez Monge,1222116000.0,Stub,67167521.0
Birche,1144900728.0,Stub,59467229.0
Correque,1247058625.0,Start,61385979.0
El Guarco,1222311350.0,Start,61385930.0
Emery Wafwana,1092371503.0,Start,58243004.0
Fernando Guzmán Mata,1222118321.0,Stub,73894604.0
Florencio del Castillo,1208171356.0,Start,18693284.0
Florentino Alfaro Zamora,1220759536.0,Stub,18693022.0
Félix Arcadio Montero Monge,1220914008.0,Stub,18694247.0
Gerardo Guzmán Quirós,1238913592.0,Stub,18693823.0
Gerardo Gómez Ramírez,1192619706.0,Stub,18693767.0
Joaquín Gutiérrez,1247069935.0,C,8391564.0
Joaquín de Iglesias Vidamartel,1143751403.0,Stub,18693888.0
Joaquín de Oreamuno,1233508565.0,GA,58823015.0
José Joaquín Chaverri Sievert,956297870.0,Stub,18693343.0
José Joaquín Mora Porras,1220914322.0,Stub,18694277.0
José María de Peralta,1232063930.0,Start,59660977.0
José Miguel Alfaro Rodríguez,1159361259.0,Stub,73878262.0
José Miguel Corrales Bolaños,1106097216.0,Stub,18693976.0
Juan José de Bonilla y Herdocia,1226616767.0,Stub,18693998.0
Juan de los Santos Madriz y Cervantes,1166323385.0,Stub,18694098.0
King Garabito,1196861935.0,Start,61385688.0
Koloso Sumaili,1053666295.0,Stub,6114919.0
Manuel María de Peralta y Alfaro,1221588507.0,Start,18694344.0
Marvin Calvo Montoya,1162646713.0,Stub,64967552.0
Mary Munive,1187967160.0,Stub,70490999.0
María Teresa Obregón Zamora,1248921822.0,C,51087813.0
Miguel de Bonilla y Laya-Bolívar,1208170811.0,Start,18693164.0
Narciso Esquivel y Salazar,1220760182.0,Stub,18693623.0
Noël K. Tshiani Muadiamvita,1226227200.0,C,51552503.0
Pablo Presbere,1248356984.0,C,59468028.0
Paola Vega Castillo,1225809426.0,Stub,69819728.0
Pedro María León-Páez y Brown,1239281067.0,Stub,18694033.0
Rafael Francisco Osejo,1226873055.0,Start,21524108.0
Rafael Moya Murillo,1224803859.0,Stub,18694298.0
Ramón Castro y Ramírez,1225486364.0,Stub,18693313.0
Ramón Jiménez y Robredo,956297739.0,Stub,18693915.0
Ricardo Castro Beeche,1227663151.0,Stub,18693298.0
Rodrigo Oreamuno Blanco,1222118589.0,Stub,70496865.0
Stephan Brunner,1222276569.0,Stub,70493571.0
Teodoro Willink Castro,1225813983.0,Stub,69829237.0
Tranquilino de Bonilla y Herdocia,1225144299.0,Stub,18694536.0
Yolande Ebongo Osongo,1226028337.0,Stub,76160118.0
Óscar López (politician),1223311224.0,Stub,29580672.0
Andrija Torkvat Brlić,1235507942.0,GA,68523447.0
Ante Biankini,1237241605.0,Start,75706329.0
Ante Mandić,1165990465.0,Stub,67149474.0
Antun Bonifačić,1236361509.0,Start,75452607.0
Branko Bačić,1224032607.0,C,74806166.0
Carlos Ricardo Benavides Jiménez,1101826814.0,Stub,70505503.0
Carmen Quesada Santamaría,1241998103.0,Stub,64640381.0
Cipriano Pérez y Arias,1227718585.0,Stub,18693371.0
Emerik Josipović,1242194990.0,Stub,25534488.0
Ernest Jelušić,1213664091.0,Start,66612924.0
Eusebio Prieto y Ruiz,1221750109.0,Stub,18694389.0
Fran Barac,1211290682.0,Start,75836585.0
"Gajo Bulat (politician, born 1867)",1197433208.0,Start,75851241.0
Gavro Manojlović,1244827949.0,Start,75618933.0
Gejza Josipović,1242195010.0,Stub,25541379.0
Gjuro Červar,1242051863.0,Start,77654222.0
Gregorio José Ramírez,1242282892.0,Start,68653288.0
Ivan Anušić,1242418093.0,Stub,76702777.0
Ivo Krstelj,1196420740.0,Start,75828561.0
Izidor Kršnjavi,1224321567.0,Start,41578206.0
Josip Broz Tito,1250370039.0,FA,16567.0
Josip Kregar,1159514930.0,Start,24398482.0
José María Soto Alfaro,1163807639.0,Start,59404135.0
José Pablo Quirós Quirós,1250676686.0,Stub,18694396.0
Juraj Biankini,1219491844.0,Start,75706313.0
Juraj Demetrović,1242201064.0,Stub,24852767.0
Leon Geršković,1248050628.0,Start,36623493.0
Luka Kirac,1241257381.0,GA,66617723.0
Manuel María de Peralta y López del Corral,1221588551.0,Stub,18694124.0
Marco Vinicio Vargas Pereira,956297827.0,Stub,18694146.0
Mate Drinković,1217986221.0,Start,74209346.0
Mato Arlović,1165306945.0,Start,55506247.0
Melko Čingrija,1120771298.0,Start,64223651.0
Nadežda Čačinovič,1220422575.0,Start,33883266.0
Nazario Toledo,1144305699.0,Stub,18694514.0
Nikica Gabrić,1100953009.0,Stub,41556002.0
Pavle Gregorić,1226126469.0,Stub,52622424.0
Pero Čingrija,1242200901.0,Start,64223461.0
Radovan Juričić,1242200310.0,Start,66496603.0
Rafael Ramírez Hidalgo,1221750940.0,Stub,18694424.0
Rodrigo Altmann Ortiz,1230256617.0,Stub,72020248.0
Santiago Mayas,1220279443.0,Start,59467190.0
Santos Velázquez y Tinoco,1221752525.0,Stub,18694578.0
Siarke,1165987146.0,Stub,61336204.0
Stephen Nikola Bartulica,1244676990.0,Start,77119347.0
Stjepan Kovačević,1240854187.0,Stub,25540497.0
Tomás Enrique Soley Soler,1221318310.0,Stub,18694520.0
William Forbes (Talamancan king),1222311400.0,Stub,59467245.0
Šime Kurelić,1242200393.0,Start,66629224.0
Živko Bertić,1238706131.0,Start,75841270.0
Adam Oster,1245862304.0,Stub,75872212.0
Alberto López Díaz,1245925886.0,Stub,72067750.0
Ante Šupuk,1249621933.0,Start,5042677.0
Ante Županović,1242198727.0,Stub,57315238.0
Concepción Campa Huergo,1193703609.0,Stub,75704957.0
Demetrio Castillo Duany,1243523096.0,Start,3207304.0
Dragan Vulin,1237706689.0,Start,51137499.0
Eduardo Agramonte Piña,1243507972.0,C,77519274.0
Fran Novljan,1233137907.0,Start,66590254.0
Francesco Neffat,1242200438.0,Start,66613493.0
Francisco Agüero Velasco,1245421581.0,Start,77436400.0
Gustavo Arcos,1243522956.0,Start,6338609.0
Ignacio Agramonte,1245421466.0,C,1744034.0
Ivan Vilibor Sinčić,1218195373.0,Start,54682762.0
Ivana Živković,1249365592.0,C,74859691.0
Ivica Puljak,1242200734.0,Start,71416251.0
Ivo Pilar,1195042286.0,C,5100791.0
Josip Juraj Strossmayer,1238344945.0,GA,1360094.0
José María Coppinger,1243523164.0,GA,27714590.0
Juan de Ayala y Escobar,1247807424.0,C,27604599.0
Juraj Rukavina Vidovgradski (politician),1199041014.0,Start,74445936.0
Juraj Rukavina Vidovgradski (soldier),1228906309.0,Start,74445371.0
Kata Pejnović,1186773296.0,Start,55837459.0
Leopoldo Cancio,1244331581.0,Start,28782305.0
Ljudevit Vukotinović,1230143347.0,C,41836597.0
Lordan Zafranović,1244528472.0,C,16189916.0
Manuel Cidre,1232266957.0,Start,48707818.0
Mario Radić (politician),1248279415.0,Start,76656997.0
Miguel Brugueras,1233083421.0,Stub,56647566.0
Miguel Díaz-Canel,1249943418.0,GA,38630938.0
Niko Pucić,1225745592.0,Start,8405177.0
Pero Pirker,1184135617.0,GA,68000257.0
Petar Dragan Turković,1231554939.0,Start,73228071.0
Predrag Štromar,1248957475.0,Start,54427537.0
President of Cuba,1242576787.0,C,516041.0
Prime Ministers of Cuba,1222418736.0,Stub,5771799.0
Rafael Pucić,1242200763.0,Stub,71720748.0
Rosendo Collazo,1245672019.0,GA,76891454.0
Savo Zlatić,1242200639.0,C,42548288.0
Sebastian Arcos Bergnes,1247415268.0,C,13539306.0
Svetozar Pribićević,1244954755.0,C,1687435.0
Svetozar Rittig,1152450124.0,C,61725853.0
Tadija Smičiklas,1206321887.0,C,10430291.0
Većeslav Wilder,1243528111.0,Stub,75821239.0
Vicente Manuel de Céspedes,1247766081.0,C,27600699.0
Vjekoslav Servatzy,1250320232.0,Start,30497697.0
Vjenceslav Turković,1153423503.0,Start,73329003.0
Vladimir Mažuranić,1070845254.0,Start,41554701.0
Vladimir Prebeg,1250642239.0,Start,77629378.0
Đuro Šurmin,1244827930.0,Start,42654993.0
Alfredo Hornedo,1242375755.0,C,68506975.0
Andreas Koukouma,1230635455.0,C,37060018.0
Antonio Zambrana,1243494819.0,B,77410642.0
Augusto Martínez Sánchez,1227744657.0,C,41622394.0
Aurelio Hevia,1234522185.0,Stub,47981034.0
Bartolomé Masó,1244157626.0,Start,40857518.0
Bartolomé Morales,1247766152.0,Start,28559334.0
Benon Sevan,1233091293.0,C,1065194.0
Carlos Fernández Gondín,1227798452.0,Start,52870864.0
Christos Christou (politician),1238915793.0,Start,72125964.0
Christos Patsalides,1227623663.0,Stub,36480833.0
Dagmar Burešová,1193622801.0,C,57826492.0
Edith García Buchaca,1240107237.0,FA,75465240.0
Eumelín González Sánchez,1225247475.0,Stub,75999357.0
Fernando Heydrich,1234517177.0,Start,55179480.0
Francisco Sánchez Betancourt,1238415935.0,Start,77422727.0
Francisco de Arango y Parreño,1243507990.0,C,42569074.0
Frank País,1239091687.0,C,5230480.0
Guillermo Portela,1243523143.0,Start,76924760.0
Ioannis Clerides,1241434918.0,Start,59009422.0
Josef Barák,1226223919.0,Stub,4230678.0
José Francisco Lemus,1243507993.0,Start,77648565.0
José Irisarri,1242914466.0,C,76924805.0
José Núñez de Cáceres,1245769290.0,FA,28462755.0
Juan Nepomuceno de Quesada,1247766173.0,C,35348177.0
Juan Vitalio Acuña Núñez,1226339054.0,Stub,35681258.0
Katherine Clerides,1247374009.0,C,72748091.0
Kyrillos III of Cyprus,1247976080.0,Start,1807527.0
Laureano de Torres y Ayala,1242072670.0,C,27710828.0
Luis Alberto Rodríguez López-Calleja,1232888485.0,Start,71204249.0
Manuel Dorta-Duque,1234507221.0,C,61526783.0
Manuel Marrero Cruz,1232587321.0,Start,62639497.0
Michael Zampelas,1215793256.0,Start,25962325.0
Michalis Paraskevas,1115935468.0,C,48861403.0
Mine Atlı,1236408162.0,Stub,71872395.0
Nicos A. Rolandis,1227623813.0,Start,50590120.0
Orestes Ferrara,1245068603.0,C,35538906.0
Oz Karahan,1247898976.0,Start,61860970.0
Pantelis Kouros,1222103574.0,Stub,67615266.0
Pedro Esteban González-Larrinaga,1236334617.0,Start,77071213.0
Perfecto Lacoste,1243523067.0,C,77068255.0
Porfirio Franca,1236334421.0,Start,76924600.0
Rafael Montoro,1243522972.0,Stub,33776096.0
Ramón Meza y Suárez Inclán,1231615289.0,Start,34295320.0
Rubén Martínez Puente,1180190049.0,Stub,68355539.0
"Salvador José de Muro, 2nd Marquis of Someruelos",1245227544.0,GA,59136144.0
Salvador Valdés Mesa,1208194413.0,Start,57165069.0
Stefanos Stefanou,1214952087.0,B,68167811.0
Stelios Koiliaris,1227623541.0,Stub,74659428.0
Takis Evdokas,1225988181.0,Stub,38697949.0
Antonín Janoušek,1241436446.0,Start,1557367.0
Bedřich Reicin,1195019933.0,Start,10991232.0
Bohuslav Kokotek,1153657412.0,Start,51168844.0
František Reichel,1174354877.0,Stub,65911162.0
František Ringo Čech,1240795935.0,C,29387472.0
Ivan Mašek,1174219428.0,Stub,59624780.0
Jan Krejčí,1133055905.0,C,54200193.0
Jan Lacina,1193596060.0,GA,70801270.0
Jana Nečasová,1238159043.0,Stub,68012240.0
Jaroslav Chalupský,1117846787.0,Stub,65829479.0
Jaroslav Foldyna,1244076107.0,Start,69067728.0
Jiří Kopal,1229089252.0,C,72514857.0
Jiří Lobkowicz,1036408754.0,Stub,1398706.0
Jiří Löw,1241435562.0,C,65348138.0
Jiří Oberfalzer,1209099891.0,Start,76040375.0
Josef Ježek,1220213589.0,C,53372471.0
Josef Václav Frič,1221494976.0,Start,53032773.0
Josef Šebestián Daubek,1187583083.0,Start,62382644.0
Joseph Nekl,1218312060.0,Stub,71699591.0
Jozef Regec,1215884348.0,Stub,8567560.0
Julius Gregr,395521877.0,Stub,26171352.0
Karel Domin,1233866042.0,Start,2242713.0
Karel Havlík,1100828466.0,Stub,69404008.0
Karel Sladkovský,1217162203.0,Start,74484820.0
Karel Štogl,1139514275.0,Start,54607883.0
Ladislav Jirků,1121164966.0,Stub,64997923.0
Lubomír Ledl,1189600825.0,Stub,67728632.0
Martin Jahn,1214958856.0,Start,2038137.0
Mikuláš of Hus,1243344552.0,Stub,4633263.0
Miroslav Lidinský,1226706928.0,C,53579617.0
Mojmír Povolný,1191275971.0,GA,62033470.0
Ondřej Přikryl,1225554044.0,Start,37494409.0
Petr Cibulka,1210656703.0,Start,4995972.0
Philip Kinsky of Wchinitz and Tettau,1173967196.0,Start,27957436.0
Radola Gajda,1220980390.0,C,1157037.0
Richard Sacher,1240158146.0,Stub,42197426.0
Roman Onderka,1185739645.0,Stub,68431211.0
Stanislav Huml,1235129120.0,Stub,69632958.0
Svatopluk Karásek,1174014061.0,Stub,53656836.0
Tomáš Eduard Šilinger,1164900220.0,Stub,16408864.0
Tomáš Grulich,1248266864.0,Stub,64786716.0
Tomáš Kvapil,1180976983.0,Stub,72369978.0
Vladimír Franz,1248620062.0,C,30094670.0
Vladimír Hučín,1123581664.0,Start,4998590.0
Vladimír Oplt,1193837597.0,Stub,66322377.0
Vladimír Príkazský,1130269382.0,Start,67653773.0
"Wenzel Anton, Prince of Kaunitz-Rietberg",1246396121.0,C,30941835.0
Zdeněk Mraček,1106394242.0,Stub,71547226.0
Abdallah Barkat Ibrahim,1242619513.0,Stub,73021761.0
Ahmed-Idriss Moussa,1227261395.0,Stub,31941895.0
Ahmed Goumane-Roble,1249145342.0,Stub,31871903.0
Barkat Gourad Hamadou,1245230730.0,C,729977.0
Casimiro Antonio Marte Familia,1246218553.0,C,76971234.0
Choukri Djibah,1210382017.0,Start,62501662.0
Daher Ahmed Farah,1227261426.0,Start,39394854.0
Djama Ali Moussa,1242429887.0,Stub,54142837.0
Emilio Prud'Homme,1211467310.0,C,31347161.0
Franklin Franco,1145626271.0,Start,42706043.0
Guillermo Moreno García,1203520512.0,C,17090558.0
Halo Mohamed Ibrahim,1242619858.0,Stub,73030163.0
Isabel Mayer,1246218881.0,Start,53943117.0
Jan Vrba (politician),1149096884.0,Stub,65782300.0
Jiří Svoboda (director),1225564389.0,Start,49721316.0
Jiří Ventruba,1179850177.0,Stub,67055453.0
Johnny Abbes,1237096837.0,Start,2184028.0
José Gabriel García,1239572304.0,C,49786742.0
José Ignacio Paliza,1246218251.0,Start,43571384.0
José María Cabral y Báez,1246218215.0,Start,44484103.0
José María Caminero,1249249650.0,C,77636652.0
José Rafael Abinader,1246218847.0,Start,43638180.0
Juan Isidro Jimenes Grullón,1244792376.0,Start,42723739.0
Juan Vicente Moscoso,1245769154.0,Start,55343100.0
Mahamoud Moustapha Daher,1242620013.0,Stub,73030301.0
Mahmoud Harbi,1244367159.0,C,24083351.0
Matías Ramón Mella,1246218102.0,FA,2495772.0
Matěj Stropnický,1247626057.0,Stub,50600122.0
Maximiliano Gómez,1130694664.0,Stub,1769032.0
Miguel Cocco,1225782262.0,Stub,41099974.0
Miguel Mejía (politician),957199596.0,Stub,38955820.0
Miroslav Tetter,1208274112.0,Start,68485641.0
Mohamed Kamil,1227261336.0,Stub,31897672.0
Mohamed Warsama Ragueh,1180804922.0,Stub,49890785.0
Moussa Ali Abdoulkader,1237461240.0,Stub,31941845.0
Omar Farah Iltireh,1188245774.0,Start,31942030.0
Omar Osman Rabe,1192322872.0,Start,53048108.0
Porfirio Andrés Bautista García,1246218772.0,C,70107014.0
President of the Dominican Republic,1246219040.0,C,451896.0
Ramón Antonio Ramírez,1223123873.0,Start,52160643.0
Ramón Marrero Aristy,1196178615.0,C,43252937.0
Ramón Tapia Espinal,1146487630.0,Start,38298245.0
Roberto Álvarez Gil,1243351560.0,Stub,77763361.0
Rosa Gómez de Mejía,1246218785.0,Start,68226091.0
Stanislav Žalud,1186170185.0,Stub,75323328.0
Tomáš Vandas,1243347736.0,Start,34881842.0
Valentin Medrano Pérez,1243880685.0,Start,76941728.0
Viriato Fiallo,1212880453.0,Start,43970668.0
Yamil Abreu Navarro,1186292250.0,Stub,65271443.0
Abelardo Vicioso,1217485696.0,C,47095381.0
Agustín Intriago,1246861962.0,C,74442374.0
Albina Marçal Freitas,1112274488.0,Start,62884771.0
Alfredo Pires,1242893918.0,Start,33086390.0
Aliança de Araújo,1200126483.0,Start,61467465.0
Andrea González Náder,1237644052.0,Start,73939016.0
Aurora Estrada y Ayala,1216930716.0,Start,71253637.0
Brigida Antónia Correia,1215933839.0,Start,68986895.0
Carlos Arizaga Toral,1209006227.0,Stub,67858852.0
Catalina Ontaneda,1235477428.0,Start,77283456.0
Diego Morejón,1203541349.0,Stub,63248172.0
Elías Wessin y Wessin,1247954393.0,Start,24374579.0
Fabrizio Moreira,1216179522.0,C,35216708.0
Fernando Balda,1228185867.0,Start,57831791.0
Francisco del Rosario Sánchez,1246219145.0,FA,1756042.0
Galo Lara,1227282963.0,Start,77061035.0
Geovanny Vicente,1242935342.0,C,54518632.0
Guillermo Franco (Ecuadorian general),1217991983.0,Start,26369624.0
Ibeth Estupiñán,1197438913.0,Start,71855759.0
Isabel Enriquez,1244754119.0,Start,73418614.0
Isabel da Costa Ferreira,1246452294.0,C,54282687.0
Jack Veneno,1246218392.0,C,2938787.0
Jaime Durán Barba,1247684886.0,C,48561538.0
Jaminton Intriago,1248108232.0,Start,76802112.0
Jorge Radhamés Zorrilla Ozuna,1196364434.0,C,45305408.0
Josefina Stubbs,1088363736.0,Start,51909380.0
José Abílio Osório Soares,1244452248.0,Start,12224836.0
João da Costa Tavares,1171957107.0,C,70971257.0
Juan Sánchez Ramírez,1247189451.0,B,28787292.0
Julio Martinez Acosta,1197437642.0,Stub,41381286.0
Julián Serulle,1225691930.0,Start,35885523.0
Justino Mota,1244598725.0,Start,70601564.0
Luis A. Martínez,1230753198.0,Start,41088511.0
Luzmila Abad,1244503818.0,Start,75380425.0
Manuel Carrascalão,1209003568.0,Start,3739247.0
Manuel Magalhaes de Oliveira,1195585917.0,Stub,31796164.0
Marcel Jacobo Laniado de Wind,1244463510.0,C,36810083.0
Maria Terezinha Viegas,1235479870.0,Start,63054839.0
María Sol Corral,1244050054.0,Start,71439755.0
Mayra Montaño,1231714830.0,Start,76585325.0
Mário Viegas Carrascalão,1245418200.0,B,54310130.0
Nino Konis Santana,1226226208.0,Stub,32065439.0
Olinda Morais,1009671491.0,Start,61653879.0
Pablo Guerrero Martinez,1197438720.0,Start,41050361.0
Pedro Moncayo,1220668792.0,Stub,21513992.0
Roberto Izurieta,1247633454.0,C,76741753.0
Roberto Salcedo Sr.,993659584.0,Stub,44413611.0
Xavier Enderica,1231714844.0,Start,73664622.0
Ángela Freitas,1146093179.0,Start,55686925.0
Abdelfattah al-Banna,1221423218.0,Stub,32482524.0
Abdullah Omran Taryam,1198632236.0,Start,65526735.0
Ahmad Mazlum,1204273685.0,Start,55304527.0
Ahmad Pasha al-Munkali,1216528648.0,Start,76462981.0
Ahmed Emad El-Din Radi,1190632866.0,Stub,74050157.0
Ahmed Issa (Egyptian politician),1212669631.0,Start,74102463.0
Ahmed bin Mohammed Al Maktoum,1233798238.0,Start,74780939.0
Ahmed bin Rashid Al Maktoum,1233797941.0,Start,9206814.0
Ahmed bin Saeed Al Maktoum,1248018288.0,C,7181725.0
Alfredo Vera Vera,1225834159.0,Stub,34244756.0
Arianna Tanca,1225861640.0,Start,76918669.0
Diaa Rashwan,1236697683.0,Start,58881476.0
Filoteo Samaniego,1228185877.0,Start,40685601.0
Gabriela Sommerfeld,1225405935.0,Start,75954630.0
Gawdat al-Malt,1197821084.0,Start,30700413.0
George Messiha,1065964569.0,Stub,47039919.0
Hamdi al-Sayyid,1214462628.0,Stub,76381318.0
Hassan al Diqqi,1197455262.0,C,51012229.0
Hawaa Al Mansoori,1234875531.0,GA,68377698.0
Hisham Amna,1161616362.0,Stub,74112023.0
Ibrahim El-Gohary,1221932048.0,Start,10733961.0
Ismael Pérez Pazmiño,1246458509.0,Stub,40910487.0
Johanna Ortiz,1197439260.0,Start,75374478.0
Joseph Cattaui,1250093996.0,C,62816599.0
Khaled Aly el-Bakly,1221811539.0,Stub,73919401.0
Khaled Dawoud,1238466466.0,Start,41351231.0
Mahmoud Ahmad Ibiary,1183781331.0,Start,48959648.0
Mahmoud Esmat,1164899761.0,Stub,74093226.0
Mamdouh Habib,1245969900.0,B,1225061.0
Mariana Yumbay,1244174358.0,Start,75455165.0
Mohamed Ismail,1214429734.0,Stub,42163229.0
Mohamed Maait,1232708705.0,Start,74065949.0
Mohamed bin Hadi Al Hussaini,1244074611.0,C,76630509.0
Mohammed bin Khalifa Al Maktoum,1174785297.0,Stub,5587322.0
Mohsen Badawi,1226333719.0,Start,5348698.0
Mona Makram-Ebeid,1184351418.0,Start,58565422.0
Mostafa Alnagar,1232632742.0,C,39615690.0
Mostafa Madbouly,1248662813.0,GA,57638462.0
